"time","file","row","column","references","code"
"31","InsuranceCoverageAssembly.swift","14","7","24","instance method module(navigationController:)"
"31","ShowcaseProductCardProfitabilityFormItem.swift","33","14","24","instance method formItemHeight(forWidth:context:)"
"31","CardListViewController.swift","106","46","9","getter shortFormHeight"
"31","BundleCalculationEndpointTests.swift","18","19","21","instance method setUpWithError()"
"31","KnifeSwitchDecoderTests.swift","143","7","14","instance method checkAllFeatureAvailabilityCasesWithoutNode(for:)"
"31","InfoSheetPresenterTests.swift","28","7","7","instance method testServiceTermsComposeElements()"
"31","GoalOperationsAssemblyTests.swift","15","10","8","instance method testGoalOperationsAssembly()"
"31","CreditHolidays.Interactor.swift","42","25","17","getter fetchLoans"
"31","ChooseDebitCardOnboardingEndpoint.swift","25","14","6","instance method performTransition()"
"31","KPPCombinedCardBuilder.swift","343","7","23","instance method getCollapseItemsForParitetStagePaySingle(for:)"
"31","UnblockCardDataSource.swift","195","15","1","instance method hintTexts(with:cruble:)"
"31","LandingViewPresenterTests.swift","268","7","7","instance method testFetchItemsTechBreakError()"
"31","AdsButtonWithSheetWidgetServiceTests.swift","27","7","7","instance method mockWidget()"
"30","ContractNotesViewModelProviderTests.swift","17","16","25","instance method setUp()"
"30","ContractLoaderFormItem.swift","60","35","25","getter position"
"30","CardProtectionView.swift","51","16","25","instance method loadView()"
"30","InputFieldValidatorFactoryTests.swift","28","7","25","instance method testFactoryCreateMaxLengthValidator()"
"30","CurrencyConverter.swift","261","9","25","(closure)"
"30","VideoConsaltationFlow.swift","151","53","4","getter callThemesItems"
"30","AddPlanButtonWidget.swift","124","7","8","instance method addPlanProvisioning(with:_:)"
"30","CatalogProductListInteractorTests.swift","80","7","24","instance method testFetchCatalogProductListWithZeroProductsCount()"
"30","Rates.Container.ViewController.swift","226","7","24","instance method show(alert:)"
"30","BindingSummaryController.swift","167","68","11","(closure)"
"30","SBPush+RawMessage.swift","12","42","6","getter mapToRawPush"
"30","AuthenticationNetworkServiceTests.swift","51","7","9","instance method testGetOperationFalseToken()"
"30","StepsHelper.swift","21","14","19","static method checkElement(element:timeout:invertedCheck:)"
"30","EsimFraudMessageScreenFactory.swift","47","37","8","(closure)"
"30","ConversionAlgorithmSelectorTests.swift","87","7","20","instance method testBuyInverse()"
"30","RatesFormItemMapperTests.swift","35","7","20","instance method testMakeRateHeaderItem()"
"30","CalculateInsuranceWorker.swift","38","7","16","instance method calculate(type:value:insuranceType:)"
"30","LandingServiceTests.swift","97","7","7","instance method testGettingProductName()"
"30","INVMOProduct+CoreDataProperties.swift","15","32","23","class method fetchRequest()"
"30","PaymentStatusRouter.swift","73","7","6","instance method routeToStatusScreen(_:)"
"30","ExternalCardOperationsAPI.swift","58","7","11","instance method requestAddCard()"
"30","AutoOperationsProtocol.swift","87","19","22","getter paused"
"30","BundleWorkflowStarterTests.swift","19","19","22","instance method setUpWithError()"
"30","RiskProfileStateTrackerTests.swift","75","10","22","instance method testThatNotificationIsNotSentWithoutChanges()"
"30","LoanAmountWithInsuranceWorkerTests.swift","99","7","13","instance method makeInsurance()"
"30","EribEngineNetworkServiceTests.swift","25","10","4","instance method testRunRequest()"
"30","InsuranceRouterTests.swift","65","7","25","instance method testLoadInsuranceSalesRootModule()"
"30","LauncherDecoderTests.swift","190","7","25","instance method testContractNoteDisabledByVersion()"
"30","WorkflowModelDefaultProviderTests.swift","28","7","25","instance method testObtainWorkflowModel()"
"30","WelfareCardHeaderWidgetFabricTests.swift","33","7","25","instance method testWidgetType()"
"30","WelfareTotalFormCell.swift","17","11","25","initializer init(style:reuseIdentifier:)"
"30","SimpleProductCard+ViewController.swift","82","17","24","instance method viewWillAppear(_:)"
"30","WelfareStepFormItem.swift","54","7","24","instance method formItemHeight(forWidth:context:)"
"30","ISZScreenSectionInfo.swift","22","2","24","initializer init(withUFSJSONPathFinderNode:)"
"30","NSZUseCaseTests.swift","46","7","21","instance method testOpenHistoryOperationNszCardWithParameters()"
"30","DisableMoneyboxTest.swift","22","7","12","instance method test()"
"30","StatusScreensFactory.swift","96","7","1","instance method makeButtons(for:)"
"30","ExecutionSequence.swift","68","15","22","instance method cancel(subscriptionId:paymentId:)"
"30","ChainLauncher.swift","25","23","11","(closure)"
"30","ATHCarouselView.swift","79","14","1","instance method configure(with:)"
"30","RecommendedConverterTest.swift","267","7","10","instance method testConverterWithResponseEmptyProviderAndService()"
"30","TariffCardFormItem.swift","60","7","8","instance method formItemHeight(forWidth:context:)"
"30","SOMOPayToken+PayTokenProtocol.swift","122","27","8","(closure)"
"30","MainPage.swift","277","14","18","instance method tapProductSectionHeaderIfClosed(productType:)"
"30","String+BarcodeReaderTests.swift","16","7","2","instance method testThatCapitalizingFirstLetterWorksForFirstCharacter()"
"30","RiskProfileNotificationSenderTests.swift","57","13","21","(closure)"
"30","CardProtectionPresenter.swift","74","7","24","instance method didLoadView()"
"30","ConversionAlgorithmSelectorTests.swift","177","7","20","instance method testSaleStraightForMetal()"
"30","ValueRecordingStrategy.swift","33","14","24","instance method apply()"
"30","NSZAnalyticsService.swift","33","14","24","instance method productCalculatorShow(parameters:)"
"30","ProductDeeplinkResolver.swift","56","7","24","instance method resolveProduct(for:)"
"30","UFSNetworkApi.swift","38","7","10","instance method performRequest(requestType:switchOffAlerts:path:parameters:_:)"
"30","ContractNotesViewController.swift","33","16","24","instance method loadView()"
"30","ConsentsAndSubscriptionsViewController.swift","54","39","10","(closure)"
"30","WelfareAttachDocumentsWidgetPresenterTests.swift","218","7","24","instance method testAlertClickRemove()"
"30","ProductListNetworkErrorHandler.swift","37","7","24","instance method handle(error:)"
"30","ContractGridButtonsBuilderTests.swift","129","7","25","instance method testStatusViewBelowGridButtons()"
"30","ProductListService.swift","53","7","25","instance method fetchProductListNewStore(parameters:completion:)"
"30","ContractRouterTests.swift","111","7","25","instance method testPresentNoteFailure()"
"30","WorkflowStrategiesFactoryTests.swift","16","16","25","instance method setUp()"
"30","DateSelectPicker.swift","18","28","17","getter selectedValue"
"30","EsimModel.swift","56","2","8","initializer init(from:)"
"30","ConfirmViewController.swift","38","35","11","(closure)"
"30","SecurityCodeOnboardingFormItemsProvider.swift","88","7","11","instance method createPlainCellFormItem(text:description:iconName:)"
"30","RiskProfileStateTrackerTests.swift","64","10","22","instance method testThatNotificationIsNotSentWithoutStatusScreen()"
"30","KPPCombinedCardBuilder.swift","357","7","23","instance method getItemsForSocialStagePayMultiple(for:)"
"30","ControllersAssembly.swift","65","39","9","(closure)"
"30","BaseEndpoint.swift","37","9","18","(closure)"
"30","RiskProfileMonthsAmountsAdapterTests.swift","64","35","21","(closure)"
"30","RestScreen+FormItemFactory+StaticItems+Tests.swift","47","7","21","instance method testDivider_gap()"
"30","ApplePaySubItem.swift","96","7","9","instance method setFormItem(_:context:)"
"30","ParamMock.swift","27","7","13","instance method map(_:)"
"30","LaucherDecoderTests.swift","147","7","13","instance method testScaleProbabilitiesVersionFeaturesNil()"
"30","DateSelectWidgetTests.swift","19","16","13","instance method setUp()"
"30","Converter.CurrenciesConcretizer.swift","128","7","24","instance method defaultSumSuggestions(for:)"
"30","Converter.CurrenciesConcretizer.swift","63","8","24","local function isAvailable(_:)"
"30","ProductDetailsPIFFactory.swift","67","7","24","instance method items(for:presenter:)"
"30","INVMOProduct+CoreDataClass.swift","390","45","24","instance method allInsuranceBeneficiary()"
"30","Converter.ItemModelMapper.swift","60","10","24","(closure)"
"30","ContractCallInfoItemsProviderTests.swift","17","16","25","instance method setUp()"
"30","WelfareSearchWidgetService.swift","57","7","25","instance method fieldItemDidChange(_:)"
"30","WelfareKladrStyleTests.swift","55","7","25","instance method testStyleGetQueryResultNode()"
"30","LauncherDecoderTests+Prolongation.swift","79","7","25","instance method testSalesProlongationHomeDisabledByVersion()"
"30","RecommendedPayment.swift","41","9","22","initializer init(map:)"
"30","SecurityCodeSettingsPresenterTests.swift","22","19","9","instance method setUpWithError()"
"30","SecurityCodeButtonProvider.swift","48","22","11","(closure)"
"30","PaySystemsCurrencyPresenter.swift","32","3","8","didSet observer selection"
"30","ISZAttributedTextCell.swift","107","7","23","instance method setFormItem(_:context:)"
"30","KPPCombinedCardBuilder.swift","242","7","23","instance method getCollapseItemsForParitetStageGetFirstYear(for:)"
"30","CircleDiagramWidgetServiceTests.swift","19","7","21","instance method testIsCorrect()"
"30","ConversionAlgorithmSelectorTests.swift","207","7","20","instance method testSaleInverse()"
"30","ServiceInfoMapperTests.swift","64","7","4","instance method testMapSubscriptionsFromDataReturnsModelsIfPassedValidData()"
"30","CheckboxListService.swift","17","27","8","getter viewModelList"
"30","CreditHolidays.BottomSheetViewController.swift","28","3","17","initializer init(items:localization:)"
"30","WorkflowStarter.swift","73","7","24","instance method startWorkflowForReplenishmentIIS(in:withEntryPointParameters:)"
"30","INVBasicAssetBasketAttribute+CoreDataProperties.swift","15","32","24","class method fetchRequest()"
"30","WelfareAttachDocumentsWidgetPresenterTests.swift","203","7","24","instance method testAlertClickUpload()"
"30","InternalPaymentUseCaseTests.swift","272","7","4","instance method testCreateAutoTransfer()"
"30","MonthlyPaymentCalculatorWorkerTests.swift","268","7","13","instance method testTermAmountCategoryInsurancesRateMinMaxCreditPotentialGood()"
"29","WelfareLoaderWidgetService.swift","87","88","25","(closure)"
"29","ISZScreenInfoTests.swift","204","7","22","instance method testScreenInfoSemanticImage_CorrectDataCase()"
"29","TokenManageViewController.swift","111","15","9","instance method showDeactivationAlert()"
"29","AdsHeaderWidgetServiceTests.swift","20","7","7","instance method testServiceWithWidget()"
"29","ProductDetailsNSZFactoryTests.swift","18","16","21","instance method setUpWithError()"
"29","KPPCombinedModelTests.swift","394","7","21","instance method testModelKPPType_ParitetStageGetFirstYear()"
"29","ChainLauncherTests.swift","25","7","4","instance method testStartChainWithSuccessResult()"
"29","AmountRatioStrategy.swift","34","15","24","instance method number(from:)"
"29","EndpointConfigurationFactoryTests.swift","96","7","24","instance method testCalculationEndpointDependencies()"
"29","RestScreen+FormItemFactory+ActiveItems.swift","189","7","24","instance method pensionCalculator(for:with:)"
"29","WelfarePromoCodeWidgetFabricTests.swift","269","7","24","instance method testServiceSendEvent()"
"29","SecurityCodeBlockViewController.swift","86","46","11","(closure)"
"29","FlexibleHeaderWf2ViewController.swift","48","7","7","instance method obtainHeaderImage()"
"29","ConverterContainerPresenterTests.swift","18","19","19","instance method setUpWithError()"
"29","RecommendationsConverter.swift","55","21","22","(closure)"
"29","VisibiltyRequest.swift","65","36","22","getter params"
"29","LauncherDecoderTests+Prolongation.swift","53","7","25","instance method testSalesProlongationCardsDisabledByVersion()"
"29","FirstRateView.swift","52","7","25","instance method setFirstRateData(_:)"
"29","ControllersAssembly.swift","75","7","9","instance method makeApplePayController(cardUid:offerChangePin:)"
"29","CalculateDiscountRateStrategyTests.swift","19","16","13","instance method setUp()"
"29","CalculateInsuranceStrategy.swift","102","23","17","(closure)"
"29","ConversionAlgorithmSelectorTests.swift","117","7","20","instance method testBuyInverseForMetal()"
"29","ConversionAlgorithmSelectorTests.swift","147","7","20","instance method testSaleStraight()"
"29","WelfareTappableTextFormItemTests.swift","51","7","21","instance method testCorrectCellType()"
"29","YandexPaymentInitPage.swift","25","14","18","instance method fillRequsites()"
"29","TokenInfoItemsBuilder.swift","28","37","9","getter cardItem"
"29","EribAvailableResourcesField.swift","34","9","12","initializer init(map:)"
"29","LauncherParametersManagerTests.swift","158","7","13","instance method setupFeatureName(for:value:)"
"29","HistoryListItem.swift","95","3","1","initializer init(status:)"
"29","NSZHRouterTests.swift","25","16","8","instance method setUp()"
"29","ConverterMetalsConcretizerTests.swift","232","7","19","instance method testParamsToMoveRUBToARG()"
"29","ApplePayScreenSource.swift","67","40","9","getter phoneState"
"29","ISZFaqViewController.swift","48","15","24","instance method loadData()"
"29","RiskProfileChatCellUIHelper.swift","26","14","24","static method makeLabel()"
"29","DocumentPreviewViewController.swift","85","16","24","instance method viewDidLoad()"
"29","WelfareRangeWidgetService.swift","27","2","24","initializer init(fieldId:item:subscriptionManager:widgetStrategies:delegate:)"
"29","AfterSalesCardProtectionHistoryViewModel.swift","20","21","24","getter title"
"29","AssemblyFactory.swift","121","7","24","instance method contractDetailsAssembly()"
"29","RemoteToggleObserver.swift","54","7","11","instance method didUpdate(toggle:)"
"29","BindingSummaryController.swift","193","14","11","instance method showErrorAlert(title:text:)"
"29","SubscriptionSaveRequest.swift","23","36","22","getter params"
"29","OffersService.swift","38","50","8","(closure)"
"29","SearchStrategyTests.swift","28","7","25","instance method testApplyStrategy()"
"29","WelfareAdditionalSummSelectWidgetService.swift","43","2","25","initializer init(selectFieldId:selectItem:summReferenceItems:selectedSummValue:customTextItem:dividerItem:widgetStrategies:workflowAssemblyFactory:)"
"29","Widget.WideViewMapper.swift","117","33","25","getter iconSettings"
"29","AuthenticationRequestFactoryTests.swift","37","7","9","instance method testGetOperationTokenFirst()"
"29","YearInputFieldFormatterTests.swift","79","7","21","instance method testCantHandle()"
"29","AddPlanButtonWidget.swift","93","13","8","instance method didButtonTapped()"
"29","LauncherDecoderTests.swift","15","15","7","instance method prepareDecoder(moduleId:featureId:value:options:)"
"29","LauncherDecoderTests.swift","42","7","7","instance method testIsEnabled()"
"29","CurrencyConverterUseCaseTests.swift","48","28","19","(closure)"
"29","DocumentPDFViewerViewController.swift","138","7","7","instance method showLoader()"
"29","ProductHistoryInterfaceController.swift","31","16","12","instance method didAppear()"
"29","AddressSearchDebtsConverterTests.swift","17","7","11","instance method testConverterWithEmptyResponseMock()"
"29","SecurityCodeBlockViewController.swift","104","39","11","(closure)"
"29","ISZScreenInfoTests.swift","220","7","22","instance method testScreenInfoSemanticImage_NoData()"
"29","BundleWorkflowStarterTests.swift","39","7","22","instance method testStartCalculation()"
"29","NszhSearchableFeaturesTests.swift","17","16","22","instance method setUp()"
"29","PaySystemsCurrencyPresenter.swift","87","26","8","(closure)"
"29","TogglesFacade.swift","112","7","9","instance method contactlessPaymentMenuEnabled(cardUid:)"
"29","Converter.Container.ViewController.swift","170","7","24","instance method backButtonTapped()"
"29","Workflow+Utils.swift","17","60","24","(closure)"
"29","WelfareAttachDocumentsWidgetPresenterTests.swift","174","7","24","instance method testProviderAttachment()"
"29","Converter.CurrenciesAnalytics.swift","26","7","24","instance method conversionsCalculatorExchangeClick(gate:soldCurrency:boughtCurrency:boughtAmount:)"
"29","CardDetailsAccessibilityFacade.swift","365","47","1","getter isNewCardAvailableForPPRBMigration"
"29","ProductDetailsIPPFactory.swift","89","7","23","instance method items(for:presenter:)"
"29","WelfareKladrElementTests.swift","255","7","25","instance method testEndEditingEmptyHasHints()"
"29","ValidatorTests.swift","45","7","25","instance method testSuccessMaxLengthValidator()"
"29","ContractGridButtonsBuilder.swift","150","7","25","instance method addLossSettlementButton(lossSettlementInfo:)"
"29","WorkflowWarningNoteTests.swift","47","7","25","instance method testFraudBL()"
"29","Converter.ScreenItemsStrategy.swift","171","7","25","instance method fieldType(byID:)"
"29","ContractGridButtonsBuilder.swift","139","7","25","instance method addNoteButton(noteInfo:)"
"29","AdditionalOptionStrategyTests.swift","84","7","25","instance method testStrategyEmptyRefIdInProperties()"
"29","EndpointServiceTests.swift","182","7","25","instance method testInvalidPromocodeParam()"
"29","CardProtectionInteractorTests.swift","53","7","25","instance method testSendAnalytics()"
"29","ContractLoaderFormView.swift","52","15","25","instance method setupView()"
"29","InsuranceSectionDataSourceTests.swift","94","7","25","instance method testSuccessFetchContractList()"
"29","LauncherDecoderTests+Prolongation.swift","131","7","25","instance method testSalesProlongationLoanerLifeDisabledByVersion()"
"29","LauncherModuleMock.swift","14","14","9","static method launcher(featuresDictionary:moduleName:)"
"29","SecurityCodePinPadViewController.swift","81","39","11","(closure)"
"29","BindingServiceAssembly.swift","22","21","11","static method assemble(repository:controller:)"
"29","PaymentStatusRouter.swift","85","7","6","instance method routeToCreateTemplate(alertController:)"
"29","WidgetWideViewMapperTest.swift","84","7","20","instance method checkOtherTexts(_:for:)"
"29","ConversionAlgorithmSelectorTests.swift","237","7","20","instance method testSaleInverseForMetal()"
"29","Converter.MetalsConcretizer.swift","160","7","24","instance method minimumStep(for:)"
"29","SimpleProductCard+ViewController.swift","76","17","24","instance method viewDidLayoutSubviews()"
"29","Converter.MetalsConcretizer.swift","72","7","24","instance method currentRateModelUnits(for:computedCurrency:)"
"29","WelfareAttachDocumentsWidgetPresenterTests.swift","189","7","24","instance method testAlertClickSelect()"
"29","INVPlannedAmountAttribute+CoreDataProperties.swift","15","32","24","class method fetchRequest()"
"29","ProductDetailsRouter.swift","75","51","24","(closure)"
"29","WorkflowDataProvider.swift","50","23","24","getter flowPath"
"29","InvestmentsReference.swift","327","14","24","instance method addInvestmentFormItemProviderOutput(_:)"
"29","LoanCalculate.Category.swift","25","3","17","initializer init(reference:)"
"29","HistoryListStoryRedesignedController.swift","93","7","3","instance method makeConstraints()"
"29","NotificationCell.swift","176","15","23","instance method configureNoneBehavior(forItem:)"
"29","ContractGridButtonsBuilder.swift","182","7","25","instance method addHistoryButton(statementsHistory:)"
"29","LauncherDecoderTests.swift","83","7","25","instance method testLauncherWithNoModules()"
"29","LauncherDecoderTests+Product.swift","239","7","25","instance method testNewDesignMortgageDisabledByVersion()"
"29","WelfareKladrProvider.swift","297","7","25","instance method fieldItemDidEndEditing(_:)"
"29","InsuranceReference.swift","25","66","25","getter formItemProvider"
"29","HistoryStatementStatusPresenterTests.swift","55","7","25","instance method testViewDidLoadWithoutCallAndTitle()"
"28","ConverterAmountFormatterTests.swift","16","19","19","instance method setUpWithError()"
"28","RatesItemsMakerTests.swift","24","16","19","instance method setUp()"
"28","RatesItemsMakerTests.swift","204","60","19","getter expectedResultWithProcessingRates"
"28","ProviderWf2Factory.swift","27","22","7","static method baseURL()"
"28","InternalPaymentUseCaseTests.swift","29","16","4","instance method setUp()"
"28","GoalRadioButtonFormCell.swift","89","7","18","instance method setFormItem(_:context:)"
"28","GoalDateSheetViewController.swift","32","16","18","instance method viewDidLoad()"
"28","GoalDateSheetViewController.swift","39","16","18","instance method viewDidAppear(_:)"
"28","AuthPage.swift","26","14","18","instance method registerUser(login:)"
"28","FeaturesAvailabilityFacadeTests.swift","21","16","14","instance method setUp()"
"28","ChainCreateInit.swift","20","16","11","instance method main()"
"28","SecurityCodeRepository.swift","355","7","11","instance method getOperationToken(completion:error:)"
"28","AutoTransferDetaiListRequest.swift","58","36","22","getter params"
"28","RiskProfileMultipleAnswerModelTests.swift","93","7","22","instance method testDeselectionResultsInEmptyAnswer()"
"28","RiskProfileChipsButtonsItemTests.swift","15","10","22","instance method testInitializationWithEmptyTitles()"
"28","INVMOProductMock.swift","140","29","21","instance method amount()"
"28","HistoryStatementStatusViewController.swift","21","11","24","initializer init(nibName:bundle:)"
"28","WorkflowCoordinatorTests.swift","18","16","24","instance method setUp()"
"28","WelfareKladrProviderTests.swift","127","7","24","instance method testDependencyStrategies()"
"28","CardModel+ExtensionTest.swift","15","18","8","getter date"
"28","KnifeSwitchDecoder.swift","97","65","18","(closure)"
"28","ContractGridButtonsBuilder.swift","161","7","25","instance method addCoverageButton(coverageInfo:)"
"28","ContractInteractorTests.swift","65","7","25","instance method testGetHeaderBuilder()"
"28","RatesSnapshot.swift","43","20","25","getter isEmpty"
"28","NetworkServiceTests.swift","80","7","25","instance method testNetworkServiceIncorrectJSON()"
"28","WorkflowDataProviderTests.swift","29","7","25","instance method testProvider()"
"28","WorkflowWidgetFabricMock.swift","18","16","25","instance method service(with:references:delegate:settings:)"
"28","YandexMoneyPaymentStressTest.swift","17","7","12","instance method test()"
"28","SharedKeychainService.swift","80","15","10","instance method saveValue(_:forKey:)"
"28","ExternalTransitionBottomSheet.swift","42","9","3","initializer init(dataSource:)"
"28","RegularPaymentList.swift","36","9","22","initializer init(map:)"
"28","NszhCalculatorEndPointTests.swift","19","16","22","instance method setUp()"
"28","TitlesItemCell.swift","25","39","8","(closure)"
"28","MainReverseViewController.swift","69","47","4","(closure)"
"28","LandingViewPresenterTests.swift","293","7","7","instance method testFetchItemsDefaultError()"
"28","WelfareKladrStyle.swift","53","7","24","instance method kladrObject(dictionary:)"
"28","INVAccBalYearInfoAttribute+CoreDataProperties.swift","17","32","24","class method fetchRequest()"
"28","ISZFundBuilder.swift","35","15","24","instance method getTitleSection()"
"28","WelfareAttachDocumentsWidgetPresenterTests.swift","163","7","24","instance method testProviderEmptyImage()"
"28","GoalDetailsViewController.swift","110","7","18","instance method showInitData(_:items:)"
"28","ExtendedPermissionsFacade.swift","42","7","17","instance method isExtendedPermission(_:allowedBy:)"
"28","LauncherDecoderTests+Workflow.swift","124","7","25","instance method testWorkflowFamilyPlusDisabledByModuleVersion()"
"28","ContractViewControllerTests.swift","18","16","25","instance method setUp()"
"28","ProductListNetworkErrorHandlerTests.swift","107","7","25","instance method testHandleUFSResponseFailed()"
"28","WelfareLoaderFormCell.swift","34","46","25","(closure)"
"28","InterfaceFSM.swift","117","3","12","setter state"
"28","Constants.swift","75","39","9","getter phoneAddedFirst"
"28","VoiceOverStringsFormatterTests.swift","26","10","1","instance method testSeparateLetters()"
"28","ResourceItem.swift","77","9","12","initializer init(map:)"
"28","BaseTemplatesTestCase.swift","16","79","12","getter beforeActions"
"28","RecommendationsService.swift","124","7","22","instance method saveSubscription(transactionToken:)"
"28","NszhCalculatorEndPointTests.swift","114","7","22","instance method testDontPerformTransitionWithoutNavigationController()"
"28","SecurityCodeInteractor.swift","98","42","11","(closure)"
"28","EribBooleanField.swift","33","9","11","initializer init(map:)"
"28","GoalDateItemsFactory.swift","76","7","18","instance method makeCustomPickerItems(model:delegate:)"
"28","ContractRouter.swift","79","7","24","instance method presentCoverageInfo(with:)"
"28","ProductDetailsISZFactory.swift","23","7","24","instance method items(for:presenter:)"
"28","ContractListFormItemsProviderTests.swift","139","7","24","instance method testEmptySuccessResponse()"
"28","DateSelectWidgetTests.swift","103","7","13","instance method makeWidgetWithValidator(widget:)"
"28","ValueMock.swift","31","7","13","instance method attribute(_:)"
"28","WidgetWideViewMapperTest.swift","55","7","20","instance method checkTransform(item:currencyInfo:)"
"28","RatesFormItemMapperTests.swift","186","7","20","instance method testMakeBannerForBankAccountOpeningItem()"
"28","WorkflowProvidersFactoryTests.swift","54","7","7","instance method testMakeOrderProviderWithEnabledConfig()"
"28","InsuranceRouterTests.swift","135","7","25","instance method testOpenContractDetails()"
"28","SelectSheetViewController.swift","209","7","25","instance method reloadItems(items:)"
"28","RateHeaderView.swift","16","34","25","(closure)"
"28","AttachmentTests.swift","16","7","25","instance method testInit()"
"28","WelfareSheetInfoWidgetService.swift","25","2","25","initializer init(infoItem:sheetFormItems:workflowAssemblyFactory:)"
"28","EndpointServiceTests.swift","169","7","25","instance method testValidPromocodeParam()"
"28","EndpointServiceTests.swift","33","7","25","instance method testProductCode()"
"28","EndpointServiceTests.swift","51","7","25","instance method testAvailabilityAlertModelCards()"
"28","HistoryStatementsRouterTests.swift","52","7","25","instance method testOpenStatementsStatus()"
"28","ContractListEndpointTests.swift","37","7","25","instance method testEndpointWithParameters()"
"28","KnifeSwitchDecoder.swift","73","7","25","instance method boolValue(for:section:currentNode:defaultValue:)"
"28","BundleCardEndpointTests.swift","35","7","22","instance method testIsAvailable_helperNo_returnNo()"
"28","RestScreen+FormItemFactory+Tests.swift","24","19","22","instance method setUpWithError()"
"28","LauncherDecoder+FundTests.swift","19","19","22","instance method setUp()"
"28","AutopayNSZHDetailsConfigurationTests.swift","22","16","22","instance method setUp()"
"28","CacheFileManager.swift","125","7","1","instance method allocatedSizeOfDirectory(at:)"
"28","LauncherMock.swift","14","14","8","static method launcher(featuresDictionary:)"
"28","MainReverseItemsBuilder.swift","110","15","4","instance method createPaymentItem(payment:paymentTapBlock:)"
"28","LauncherDecoderTests.swift","36","7","7","instance method testIsSimOrderEnabled()"
"28","MainReverseViewController.swift","156","15","4","instance method createImageView(onView:)"
"28","UAPINetworkAPI.swift","44","31","11","(closure)"
"28","SecurityCodeRepository.swift","391","7","11","instance method getOperationToken(pin:completion:error:)"
"28","Analytics.swift","53","7","15","instance method log(eventName:_:)"
"28","LauncherDecoder.swift","82","48","8","getter telecomSimOrderAdsBannerImageUrl"
"28","Rates.Container.ViewController.swift","23","57","24","(closure)"
"28","ServicesFactory+Workflow.swift","23","7","24","instance method companiesListStatusService(urlPath:)"
"28","AssemblyFactory.swift","39","14","24","initializer init(assemblyFactory:serviceLocator:)"
"28","DocumentPreviewViewController.swift","133","21","24","instance method backAction()"
"28","ConverterCurrencyConcretizerTests.swift","240","7","20","instance method testParamsToMoveEURToUSD()"
"28","OperationsServiceTests.swift","152","7","7","instance method testRequestSaveCard()"
"28","LaucherDecoderTests.swift","116","7","13","instance method testIsLoanServiceDataProviderAvailable()"
"28","CardSceneViewRefactored.swift","121","15","1","instance method updateSceneNodes(withFactor:)"
"28","GoalCategoryWorkflowService.swift","96","7","18","instance method generateCategoryItem(widget:tapHandler:)"
"28","ShortcutItemDataSource.swift","77","14","6","instance method collectionView(_:cellForItemAt:)"
"28","WelfareTotalWidgetService.swift","67","15","25","instance method updateItem(referenceValue:priceValue:)"
"28","LauncherDecoderTests.swift","229","7","25","instance method testNewStoreDisabledByVersion()"
"28","AssemblyFactoryTests.swift","91","7","25","instance method testFormViewControllerWithConcreteType()"
"28","String+Extensions.swift","67","58","22","(closure)"
"27","ReverseDetailViewController.swift","303","32","4","getter isReverseOk"
"27","CheckboxListService.swift","54","7","8","instance method applyStrategyAndReloadScreen(_:)"
"27","BindingRepository.swift","74","15","11","instance method parseBiometryBindingInfo(data:)"
"27","SecurityCodePinPadPresenter.swift","77","7","11","instance method initOperation()"
"27","ISZSingleLineCell.swift","57","7","24","instance method setFormItem(_:context:)"
"27","CatalogProductListInteractorTests.swift","115","7","24","instance method testFetchCatalogProductListWithNonZeroMessages()"
"27","WelfareLoaderWidgetFabricTests.swift","53","7","24","instance method testServiceWithWidget()"
"27","ISZScreenInfo.swift","88","14","24","static method semanticImage(for:)"
"27","WorkflowScreensFactoryTests.swift","15","7","9","instance method testDSNScreen()"
"27","CommonViewsFactory.swift","57","14","9","static method createBarCancelButton(with:)"
"27","GetUserModelDecodeTests.swift","14","10","9","instance method testDecodeFullJson()"
"27","SelfSizingViewLayoutMock.swift","30","16","1","instance method layoutAttributesForElements(in:)"
"27","ExternalCardAnimator.swift","93","15","11","instance method fromAnimation(using:contentHeight:)"
"27","BindingOnboardingPresenter.swift","135","15","11","instance method openStatusScreen(bindedCardId:)"
"27","ISZScreenInfoTests.swift","212","7","22","instance method testScreenInfoSemanticImage_IncorrectData()"
"27","ExecutionSequence.swift","88","15","22","instance method accept(subscriptionId:paymentId:)"
"27","ContractHeaderBuilderTests.swift","53","7","25","instance method testTitleBuild()"
"27","Converter.ScreenItemsStrategy.swift","417","7","25","instance method sync(input:amount:for:in:editedByUser:)"
"27","MultiSelectCoefficientStrategyTests.swift","50","7","25","instance method testStrategySumNil()"
"27","LauncherDecoderTests+Product.swift","201","7","25","instance method testNewDesignLoanerLifeDisabledByVersion()"
"27","Converter.ScreenItemsStrategy.swift","312","7","25","instance method computedFieldID(basedOn:)"
"27","LauncherDecoderTests+Prolongation.swift","105","7","25","instance method testSalesProlongationMortgageDisabledByVersion()"
"27","WelfareAttachDocumentsPresenter.swift","92","7","25","instance method showNoDocumentsScreen()"
"27","ContractListResponseTests.swift","35","7","25","instance method testInitContractStatusFromLowercase()"
"27","ConverterCurrencyConcretizerTests.swift","97","8","20","local function isAvailable(_:)"
"27","RatesUseCaseDelegateSpy.swift","24","7","20","instance method ratesUseCase(_:snapshotDidChange:)"
"27","HistoryListHeaderButtonsController.swift","25","46","3","(closure)"
"27","HistoryOperationViewModelMock.swift","28","21","24","getter title"
